Source,Destination,Road Length (km),Congestion Level,Travel Time (min),Weather,Alternative Routes,Suitability Score,route_type,data_note,congestion_enc,weather_enc,is_peak,quality_label
Lagos,Port Harcourt,598.65649,Low,492.15,Foggy,3,9.96,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Good
Abuja,Port Harcourt,606.98275,High,528.96,Rainy,0,8.42,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Good
Ibadan,Enugu,533.28268,High,409.57,Foggy,3,8.22,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Good
Enugu,Port Harcourt,236.16038,Medium,190.99,Clear,3,5.1,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Moderate
Abuja,Benin City,466.00838,Low,349.05,Clear,0,8.0,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Good
Jos,Enugu,515.51829,High,438.09,Cloudy,3,5.8,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Moderate
Benin City,Enugu,247.97468,High,197.15,Clear,1,6.29,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Moderate
Enugu,Port Harcourt,236.16038,Low,190.99,Cloudy,0,1.13,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Poor
Port Harcourt,Abuja,602.36295,Medium,532.3,Clear,0,5.8,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Moderate
Abuja,Port Harcourt,606.98275,Low,528.96,Foggy,1,3.34,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Poor
Enugu,Port Harcourt,236.16038,High,190.99,Clear,3,3.88,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Poor
Port Harcourt,Jos,749.66504,Medium,624.64,Rainy,2,8.56,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Good
Ibadan,Enugu,533.28268,High,409.57,Rainy,1,6.99,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Moderate
Jos,Port Harcourt,756.55034,Low,624.63,Clear,2,6.92,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Moderate
Abuja,Jos,233.94325,Medium,216.89,Foggy,1,2.15,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Poor
Kano,Lagos,992.07454,Medium,656.51,Foggy,3,4.37,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Moderate
Port Harcourt,Benin City,286.64756,Medium,277.63,Clear,0,8.16,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Good
Port Harcourt,Jos,749.66504,Medium,624.64,Cloudy,2,7.2,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Good
Lagos,Ibadan,129.68181,Low,78.82,Cloudy,1,5.3,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Moderate
Port Harcourt,Benin City,286.64756,Low,277.63,Clear,2,1.84,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Poor
Port Harcourt,Abuja,602.36295,Low,532.3,Clear,0,3.92,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Poor
Jos,Kano,297.05673,High,271.15,Cloudy,0,2.94,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Poor
Benin City,Abuja,460.43211,Low,346.47,Foggy,3,7.32,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Good
Abuja,Jos,233.94325,Medium,216.89,Clear,1,6.97,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Moderate
Jos,Lagos,958.26578,High,675.52,Foggy,1,2.14,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Poor
Jos,Ibadan,831.54397,Medium,603.83,Clear,3,6.24,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Moderate
Kano,Ibadan,865.35273,Medium,584.82,Foggy,0,2.61,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Poor
Kaduna,Port Harcourt,807.0301,Low,638.29,Foggy,1,1.75,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Poor
Ibadan,Enugu,533.28268,Low,409.57,Foggy,2,5.94,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Moderate
Kaduna,Abuja,195.51477,Low,158.76,Cloudy,3,5.91,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Moderate
Abuja,Jos,233.94325,High,216.89,Cloudy,3,9.29,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Good
Enugu,Port Harcourt,236.16038,Medium,190.99,Clear,2,6.86,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Moderate
Lagos,Kano,989.64216,Low,653.26,Rainy,1,1.34,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Poor
Port Harcourt,Benin City,286.64756,Low,277.63,Rainy,0,2.89,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Poor
Benin City,Abuja,460.43211,High,346.47,Clear,1,9.83,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Good
Ibadan,Lagos,130.8188,High,80.27,Cloudy,2,8.83,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Good
Abuja,Benin City,466.00838,High,349.05,Clear,2,9.32,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Good
Abuja,Lagos,748.17526,Low,487.99,Clear,0,2.54,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Poor
Enugu,Kaduna,567.67905,Medium,459.74,Cloudy,1,4.42,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Moderate
Lagos,Enugu,558.6844,Medium,404.41,Foggy,3,5.18,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Moderate
Port Harcourt,Kano,1035.64389,Medium,808.93,Foggy,1,4.85,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Moderate
Benin City,Ibadan,288.22386,High,223.98,Foggy,0,5.07,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Moderate
Lagos,Abuja,743.50499,Low,490.07,Rainy,3,1.8,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Poor
Enugu,Abuja,368.41768,High,345.87,Rainy,0,4.08,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Moderate
Ibadan,Benin City,288.97126,Low,225.81,Foggy,3,7.56,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Good
Benin City,Enugu,247.97468,Medium,197.15,Cloudy,1,6.59,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Moderate
Kano,Abuja,428.76915,Low,330.56,Foggy,1,9.41,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Good
Port Harcourt,Abuja,602.36295,High,532.3,Foggy,0,3.18,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Poor
Kano,Ibadan,865.35273,Low,584.82,Clear,2,3.04,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Poor
Enugu,Ibadan,531.74483,Low,406.38,Foggy,0,4.58,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Moderate
Port Harcourt,Lagos,602.37575,Low,496.52,Rainy,3,5.89,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Moderate
Ibadan,Jos,830.83856,Low,605.03,Foggy,2,5.39,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Moderate
Abuja,Benin City,466.00838,Medium,349.05,Rainy,1,8.2,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Good
Benin City,Lagos,316.02466,Low,220.63,Cloudy,3,7.21,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Good
Enugu,Port Harcourt,236.16038,Low,190.99,Rainy,0,6.11,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Moderate
Enugu,Jos,515.71976,High,438.21,Clear,3,3.22,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Poor
Benin City,Enugu,247.97468,Low,197.15,Rainy,1,1.15,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Poor
Ibadan,Benin City,288.97126,High,225.81,Cloudy,0,8.14,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Good
Lagos,Kaduna,772.26224,Low,501.65,Foggy,1,2.07,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Poor
Jos,Lagos,958.26578,High,675.52,Rainy,1,9.81,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Good
Lagos,Jos,957.1304,Low,676.55,Cloudy,3,8.83,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Good
Benin City,Port Harcourt,285.48322,Low,274.55,Rainy,1,1.77,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Poor
Benin City,Lagos,316.02466,Low,220.63,Clear,1,9.36,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Good
Lagos,Kaduna,772.26224,Medium,501.65,Clear,1,8.87,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Good
Port Harcourt,Kaduna,803.02425,Medium,639.59,Foggy,2,1.41,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Poor
Jos,Benin City,694.31996,High,555.87,Cloudy,3,3.18,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Poor
Port Harcourt,Abuja,602.36295,Low,532.3,Cloudy,0,5.75,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Moderate
Port Harcourt,Kano,1035.64389,Low,808.93,Cloudy,3,3.37,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Poor
Ibadan,Port Harcourt,573.25476,Low,497.31,Clear,3,9.92,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Good
Port Harcourt,Jos,749.66504,Medium,624.64,Rainy,0,4.95,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Moderate
Enugu,Port Harcourt,236.16038,High,190.99,Cloudy,3,7.47,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Good
Ibadan,Jos,830.83856,Low,605.03,Cloudy,0,4.16,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Moderate
Jos,Lagos,958.26578,Low,675.52,Rainy,3,7.15,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Good
Port Harcourt,Kano,1035.64389,Low,808.93,Clear,1,7.25,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Good
Jos,Ibadan,831.54397,Medium,603.83,Clear,3,1.68,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Poor
Enugu,Abuja,368.41768,Medium,345.87,Clear,3,9.3,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Good
Kaduna,Lagos,776.5137,High,502.93,Clear,0,9.07,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Good
Lagos,Abuja,743.50499,Medium,490.07,Foggy,1,7.77,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Good
Kaduna,Benin City,604.25809,Low,449.32,Cloudy,3,9.85,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Good
Ibadan,Jos,830.83856,Low,605.03,Foggy,2,5.96,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Moderate
Benin City,Jos,694.72263,Low,551.95,Clear,3,9.0,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Good
Lagos,Jos,957.1304,Medium,676.55,Foggy,0,3.1,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Poor
Enugu,Kaduna,567.67905,Low,459.74,Rainy,2,4.22,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Moderate
Abuja,Jos,233.94325,Low,216.89,Foggy,0,6.95,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Moderate
Enugu,Port Harcourt,236.16038,Medium,190.99,Cloudy,3,8.92,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Good
Ibadan,Abuja,617.21315,Medium,418.55,Rainy,1,1.35,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Poor
Port Harcourt,Abuja,602.36295,Low,532.3,Foggy,3,3.12,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Poor
Enugu,Benin City,248.85382,Low,200.88,Rainy,3,2.7,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Poor
Benin City,Jos,694.72263,High,551.95,Foggy,0,2.54,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Poor
Benin City,Jos,694.72263,Low,551.95,Cloudy,0,5.92,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Moderate
Port Harcourt,Kaduna,803.02425,Low,639.59,Clear,2,7.82,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Good
Kaduna,Ibadan,649.79189,High,431.24,Rainy,1,7.55,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Good
Enugu,Ibadan,531.74483,High,406.38,Clear,2,6.96,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Moderate
Abuja,Lagos,748.17526,High,487.99,Foggy,3,1.0,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Poor
Port Harcourt,Jos,749.66504,Low,624.64,Cloudy,0,4.07,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Moderate
Lagos,Enugu,558.6844,Low,404.41,Foggy,2,2.65,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Poor
Jos,Port Harcourt,756.55034,Medium,624.63,Cloudy,0,1.19,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Poor
Enugu,Kaduna,567.67905,High,459.74,Clear,0,4.4,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Moderate
Jos,Benin City,694.31996,High,555.87,Cloudy,3,4.51,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Moderate
Ibadan,Lagos,130.8188,Medium,80.27,Rainy,3,6.36,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Moderate
Enugu,Jos,515.71976,High,438.21,Cloudy,3,7.85,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Good
Enugu,Kano,800.29869,Low,629.07,Foggy,2,3.67,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Poor
Port Harcourt,Kano,1035.64389,Low,808.93,Cloudy,2,7.21,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Good
Enugu,Ibadan,531.74483,Low,406.38,Cloudy,2,2.02,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Poor
Enugu,Jos,515.71976,High,438.21,Rainy,2,5.87,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Moderate
Enugu,Kaduna,567.67905,Low,459.74,Rainy,2,7.4,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Good
Ibadan,Benin City,288.97126,High,225.81,Clear,3,9.67,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Good
Kano,Kaduna,236.46671,Medium,181.36,Foggy,1,2.15,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Poor
Jos,Port Harcourt,756.55034,Low,624.63,Foggy,2,6.18,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Moderate
Jos,Kano,297.05673,Medium,271.15,Rainy,0,3.17,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Poor
Lagos,Benin City,314.37299,High,220.65,Rainy,3,2.7,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Poor
Ibadan,Benin City,288.97126,High,225.81,Foggy,1,6.37,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Moderate
Jos,Ibadan,831.54397,High,603.83,Foggy,3,4.05,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Moderate
Benin City,Enugu,247.97468,High,197.15,Rainy,3,8.07,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Good
Port Harcourt,Ibadan,574.57494,Medium,499.88,Rainy,2,6.4,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Moderate
Benin City,Kano,837.16032,Low,614.67,Rainy,0,4.99,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Moderate
Enugu,Lagos,559.54563,High,403.02,Clear,2,3.78,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Poor
Abuja,Kaduna,190.11374,Low,153.07,Clear,1,1.2,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Poor
Lagos,Ibadan,129.68181,Medium,78.82,Foggy,1,6.81,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Moderate
Ibadan,Jos,830.83856,High,605.03,Clear,3,3.38,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Poor
Kaduna,Benin City,604.25809,Medium,449.32,Cloudy,0,7.44,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Good
Port Harcourt,Enugu,234.03966,High,186.79,Foggy,2,7.94,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Good
Kano,Port Harcourt,1040.28448,Medium,810.08,Rainy,1,7.32,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Good
Kaduna,Ibadan,649.79189,High,431.24,Clear,2,7.51,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Good
Lagos,Kano,989.64216,Low,653.26,Rainy,1,8.02,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Good
Abuja,Ibadan,621.45345,Medium,416.3,Clear,1,2.14,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Poor
Abuja,Enugu,365.9507,Medium,342.42,Rainy,0,1.16,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Poor
Lagos,Benin City,314.37299,High,220.65,Cloudy,2,3.48,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Poor
Abuja,Jos,233.94325,Low,216.89,Foggy,1,2.74,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Poor
Jos,Abuja,232.62361,Medium,217.8,Foggy,1,1.44,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Poor
Lagos,Enugu,558.6844,Low,404.41,Clear,3,4.05,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Moderate
Kaduna,Lagos,776.5137,Low,502.93,Rainy,3,7.0,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Good
Lagos,Jos,957.1304,Low,676.55,Rainy,1,5.0,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Moderate
Port Harcourt,Kaduna,803.02425,Low,639.59,Foggy,1,6.91,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Moderate
Abuja,Kaduna,190.11374,Low,153.07,Clear,0,1.59,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Poor
Abuja,Enugu,365.9507,Medium,342.42,Cloudy,1,8.95,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Good
Ibadan,Jos,830.83856,Low,605.03,Cloudy,1,9.05,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Good
Kano,Benin City,837.51247,Low,621.12,Clear,3,9.67,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Good
Kano,Enugu,801.37292,Medium,629.28,Foggy,2,9.77,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Good
Ibadan,Enugu,533.28268,Low,409.57,Foggy,1,9.56,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Good
Jos,Abuja,232.62361,High,217.8,Clear,2,4.59,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Moderate
Enugu,Jos,515.71976,High,438.21,Clear,2,6.31,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Moderate
Kaduna,Benin City,604.25809,Medium,449.32,Cloudy,2,8.56,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Good
Kano,Kaduna,236.46671,Medium,181.36,Cloudy,2,2.3,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Poor
Jos,Abuja,232.62361,Low,217.8,Cloudy,2,6.23,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Moderate
Kaduna,Kano,235.72768,Medium,178.76,Foggy,0,3.83,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Poor
Abuja,Kano,422.73338,High,322.4,Cloudy,2,3.56,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Poor
Kaduna,Lagos,776.5137,Medium,502.93,Foggy,1,6.78,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Moderate
Ibadan,Lagos,130.8188,Medium,80.27,Rainy,2,7.83,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Good
Lagos,Port Harcourt,598.65649,Low,492.15,Cloudy,2,2.97,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Poor
Jos,Enugu,515.51829,Low,438.09,Foggy,3,7.96,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Good
Lagos,Jos,957.1304,Medium,676.55,Cloudy,0,5.65,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Moderate
Lagos,Enugu,558.6844,Low,404.41,Clear,3,3.82,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Poor
Lagos,Port Harcourt,598.65649,High,492.15,Cloudy,3,8.76,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Good
Port Harcourt,Jos,749.66504,Low,624.64,Cloudy,0,6.26,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Moderate
Port Harcourt,Jos,749.66504,Low,624.64,Clear,0,8.16,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Good
Abuja,Benin City,466.00838,Low,349.05,Rainy,3,4.38,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Moderate
Kano,Enugu,801.37292,Low,629.28,Rainy,0,1.33,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Poor
Kano,Lagos,992.07454,Medium,656.51,Rainy,1,3.08,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Poor
Enugu,Jos,515.71976,Low,438.21,Rainy,1,3.39,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Poor
Abuja,Jos,233.94325,Low,216.89,Rainy,0,2.04,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Poor
Ibadan,Benin City,288.97126,Medium,225.81,Foggy,3,4.82,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Moderate
Ibadan,Kaduna,645.9704,Low,430.13,Foggy,0,7.98,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Good
Port Harcourt,Enugu,234.03966,Low,186.79,Foggy,1,8.74,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Good
Ibadan,Kano,863.35031,High,581.74,Foggy,3,8.3,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Good
Enugu,Port Harcourt,236.16038,High,190.99,Rainy,2,1.46,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Poor
Lagos,Enugu,558.6844,Medium,404.41,Clear,3,2.64,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Poor
Abuja,Jos,233.94325,High,216.89,Rainy,1,7.51,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Good
Kaduna,Abuja,195.51477,Low,158.76,Clear,2,7.73,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Good
Kano,Lagos,992.07454,High,656.51,Foggy,1,3.78,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Poor
Benin City,Kaduna,604.54068,Medium,445.34,Clear,3,6.91,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Moderate
Benin City,Lagos,316.02466,High,220.63,Rainy,3,1.72,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Poor
Kaduna,Ibadan,649.79189,Medium,431.24,Cloudy,0,4.66,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Moderate
Benin City,Kano,837.16032,High,614.67,Clear,1,3.54,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Poor
Ibadan,Lagos,130.8188,Low,80.27,Clear,2,4.19,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Moderate
Abuja,Kaduna,190.11374,High,153.07,Cloudy,3,2.5,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Poor
Abuja,Jos,233.94325,Medium,216.89,Foggy,1,5.51,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Moderate
Lagos,Kaduna,772.26224,High,501.65,Clear,1,7.61,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Good
Kano,Ibadan,865.35273,High,584.82,Cloudy,2,6.03,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Moderate
Enugu,Benin City,248.85382,High,200.88,Cloudy,3,2.13,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Poor
Jos,Kano,297.05673,High,271.15,Foggy,1,3.87,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Poor
Enugu,Benin City,248.85382,Low,200.88,Clear,0,6.63,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Moderate
Abuja,Enugu,365.9507,Low,342.42,Foggy,0,7.26,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Good
Lagos,Kaduna,772.26224,High,501.65,Clear,3,6.1,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Moderate
Kano,Abuja,428.76915,Low,330.56,Cloudy,0,2.0,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Poor
Lagos,Jos,957.1304,Low,676.55,Cloudy,2,5.21,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Moderate
Benin City,Enugu,247.97468,Medium,197.15,Cloudy,3,8.53,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Good
Lagos,Kano,989.64216,High,653.26,Rainy,3,7.8,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Good
Enugu,Benin City,248.85382,Low,200.88,Cloudy,0,5.21,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Moderate
Ibadan,Enugu,533.28268,High,409.57,Cloudy,2,7.24,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Good
Lagos,Kaduna,772.26224,Medium,501.65,Rainy,2,7.56,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Good
Abuja,Port Harcourt,606.98275,Low,528.96,Foggy,2,7.7,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Good
Port Harcourt,Enugu,234.03966,High,186.79,Rainy,3,1.21,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Poor
Ibadan,Lagos,130.8188,Medium,80.27,Rainy,2,2.04,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Poor
Abuja,Ibadan,621.45345,Medium,416.3,Foggy,1,1.77,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Poor
Abuja,Jos,233.94325,High,216.89,Cloudy,1,2.99,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Poor
Kano,Abuja,428.76915,High,330.56,Clear,3,8.59,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Good
Enugu,Ibadan,531.74483,Low,406.38,Rainy,2,10.0,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Good
Lagos,Enugu,558.6844,High,404.41,Clear,3,2.61,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Poor
Lagos,Benin City,314.37299,Low,220.65,Clear,3,7.54,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Good
Kaduna,Benin City,604.25809,Medium,449.32,Clear,1,7.2,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Good
Abuja,Ibadan,621.45345,High,416.3,Cloudy,2,2.84,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Poor
Enugu,Ibadan,531.74483,Low,406.38,Foggy,0,4.22,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Moderate
Port Harcourt,Kano,1035.64389,High,808.93,Clear,2,6.66,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Moderate
Kano,Lagos,992.07454,Medium,656.51,Foggy,0,9.35,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Good
Jos,Lagos,958.26578,Medium,675.52,Clear,1,6.07,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Moderate
Ibadan,Abuja,617.21315,High,418.55,Foggy,3,4.2,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Moderate
Lagos,Kaduna,772.26224,Medium,501.65,Foggy,0,7.5,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Good
Lagos,Kano,989.64216,Low,653.26,Foggy,2,6.59,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Moderate
Enugu,Jos,515.71976,High,438.21,Clear,3,4.28,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Moderate
Ibadan,Jos,830.83856,Medium,605.03,Cloudy,1,4.02,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Moderate
Benin City,Abuja,460.43211,Medium,346.47,Clear,0,7.9,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Good
